spacy_entities
"Ada witch -, PERSON
"Breakfast, GPE
the Buford House, ORG
the middle of the night, DATE
Haunted History - Tombstone, WORK_OF_ART

"
"frontier days, DATE

"
"Earps, ORG
Clanton, ORG

"
"
"
"
"
"Rumor, ORG

"
"Two, CARDINAL
One, CARDINAL
1950, DATE

"
"Collier, PERSON

"
"
"
"
"
"
"
"Lillian, GPE

"
"one, CARDINAL

"
"
"
"1920, DATE
The Great Depression, EVENT

"
"second, ORDINAL
second, ORDINAL
second, ORDINAL
12:00AM, ORG
second, ORDINAL

"
"1st, ORDINAL

"
"509, CARDINAL

"
"Holaway, PERSON
about 11PM or 12AM, DATE

"
"the New West, EVENT
last summer, DATE
the night, TIME
three, CARDINAL
four in the morning, TIME

"
"One, CARDINAL

"
"Rebuilt, ORG

"
"night, TIME
night, TIME

"
"
"
"
"
"night, TIME
1904, DATE
Indian, NORP

"
"one, CARDINAL
the fall, DATE
4AM, ORDINAL
5AM, CARDINAL

"
"Magma Copper Mine - Several, PERSON
One, CARDINAL
over 30 minutes, TIME
all day, DATE
first, ORDINAL

"
"Padre, GPE
dusk, TIME
five, CARDINAL

"
"fourth, ORDINAL
One night, TIME
one, CARDINAL
4, CARDINAL
North Hallway, LOC
North, LOC
West, LOC
night, TIME

"
"One, CARDINAL

"
"a year, DATE
1940, DATE
450, CARDINAL

"
"years ago, DATE
late at night, TIME

"
"second, ORDINAL

"
"
"
"Ghost Camp - In, PERSON
the late 1980's, DATE
the Black River, LOC
night, TIME
One summer, DATE
ten to twelve, CARDINAL
that day, DATE

"
"Old Train Depot -, ORG
1840, DATE

"
"Henry Wickenburg, PERSON
One, CARDINAL
Indian, NORP

"
"nighttime, TIME

"
"Hayden High School, ORG
1988-1989, DATE
the Phoenix Cardinals, ORG
marijuana, PERSON
about 1998 or, DATE
1999, DATE
Hayden, PERSON
some nights, DATE

"
"Mary Post, PERSON
Mary, PERSON

"
"Hotel Lee - At least three, PERSON
the Hotel Lee, PRODUCT
One, CARDINAL
late in the evening, TIME
late at night, TIME
third, ORDINAL
Indian, NORP

"
"two, CARDINAL
One, CARDINAL
two, CARDINAL
One, CARDINAL
early in the morning, TIME

"
"Bakersfield Elementary School, ORG
one, CARDINAL

"
"1700, DATE
1800, DATE
the years, DATE

"
"(year, DATE
the school year, DATE
Principle, ORG
night, TIME

"
"1930, DATE

"
"Bates, PERSON
the late 1960's, DATE
Bates Middle School, ORG
Annapolis, GPE
1991, DATE
38 years old, DATE

"
"1970, DATE
1960, DATE
5 years ago, DATE
2 months, DATE

"
"
"
"One, CARDINAL
Annapolis, GPE
the middle of the, DATE
1700, DATE
Horatio Middleton, PERSON
Samuel, PERSON
Thomas Jefferson, PERSON
Benjamin Franklin, PERSON
George Washington, PERSON
one, CARDINAL
one, CARDINAL

"
"Truxton, GPE
Annapolis, GPE
Spa Cove, WORK_OF_ART
3rd, ORDINAL
1800, DATE
Halloween, DATE

"
"Civil War, EVENT

"
"
"
"Beth, PERSON
Beth, PERSON

"
"
"
"Babe Ruth, PERSON
One, CARDINAL
at least 10 minutes, TIME
this day, DATE

"
"Noises, ORG
Edger Allen Poe, PERSON

"
"1812, DATE
Late at night, TIME

"
"Robert Long House - Reports, PERSON
first, ORDINAL
2nd, ORDINAL
3rd, ORDINAL

"
"Baltimore, GPE
Maryland, GPE
Fort, GPE
Fort, GPE

"
"night, TIME
all day, DATE

"
"
"
"night, TIME
Annapolis, NORP

"
"
"
"English Consul, WORK_OF_ART
Lansdowne, GPE
Mansion, ORG
1700, DATE
Lansdowne, GPE
English, LANGUAGE
this day, DATE

"
"150, CARDINAL

"
"North Oakes Retirement Community, ORG
Mount Wilson State Hospital, FAC
1981, DATE
1990, DATE
creepy, NORP
about 200 acres, QUANTITY
Baltimore County, GPE
Md., GPE
Thousands, CARDINAL
60, DATE
70, DATE
1988, DATE

"
"the Loch Raven Reservoir, ORG
One, CARDINAL
Around 11:30 p.m., TIME

"
"Christmas, DATE

"
"Oct 31, DATE
1700, DATE
Halloween every year, DATE

"
"Edgar Allan Poe's, PERSON

"
"Davidge Hall -  , PERSON
Davidge Hall, FAC
the years, DATE
One, CARDINAL
Davidge Hall, ORG
the twentieth century, DATE
Davidge Hall, FAC

"
"night, TIME

"
"Stamp Student Union -  Lights, ORG
about a quarter, CARDINAL
about 20 yrs., CARDINAL

"
"3, CARDINAL

"
"Sightings- The Ghost Report, WORK_OF_ART
1700, DATE
Edgar Allen Poe, PERSON
Virginia, PERSON
EMF, ORG
EVP, ORG

"
"Six, CARDINAL
the Hall Family, ORG
Hall Manor, GPE
Eleanor Hall She, PERSON
that day in, DATE
June, DATE

"
"Hunt Valley Town Center - Several Co, ORG

"
"13, CARDINAL

"
"Ballestone Manor - Figures, PERSON
George Washington, PERSON
Christmas, DATE

"
"
"
"Fort Howard, GPE
1988, DATE
one, CARDINAL

"
"night, TIME

"
"1800, DATE

"
"one, CARDINAL
one night, TIME

"
"this day, DATE

"
"a turn of the century, DATE
Catholic, NORP

"
"the Civil War, EVENT

"
"Washington County, GPE
Antietam Cable Television, ORG

"
"March 2004, DATE
Washington County, GPE
Antietam Cable Television, ORG

"
"Daisy Lane, PERSON
Bowie, GPE
Maryland, GPE
1995, DATE
The Washington Post, ORG
Washington Post Staff, ORG
March 22, 1995, DATE
Page B1 Section, ORG
840, CARDINAL

"
"Fletchertown Road, FAC
Goat Man, WORK_OF_ART
Said, PERSON
Agriculture Research Center, ORG
The Goat Man, PRODUCT
1950, DATE
The Goat Man, PRODUCT
1990, DATE
Fletchertown Road, FAC
one, CARDINAL
1970, DATE
half, CARDINAL

"
"
"
"three, CARDINAL
third, ORDINAL

"
"
"
"The Cator House, ORG
Spirit, ORG
Emily Cator, ORG

"
"
"
"fourth, ORDINAL
one, CARDINAL

"
"3, CARDINAL
night, TIME
Charlotte Hall Veterans Home, ORG
the Veterans Home, ORG
Update/Correction, ORG
Charlotte Hall, FAC
the early 1900s, DATE
only 20 years, DATE
Charlotte Hall, PERSON
1723, DATE
Military Academy, ORG
1774, DATE
1960, DATE
One, CARDINAL
1909, DATE
Pierre, PERSON
Smoochers Pond, ORG

"
"
"
"late 1980s, DATE
early 1990s, DATE

"
"Easton Hall - heard, PERSON
RA, ORG
10 years ago, DATE
7th, ORDINAL

"
"
"
"about 2:30am, DATE

"
"
"
"
"
"
"
"
"
"Manor, PERSON
the St. Mary's River, ORG
the mud one night, TIME

"
"Drayden, PERSON
One, CARDINAL
Cherryfield Road, FAC

"
"Unexplainable Movement, ORG
3rd, ORDINAL

"
"night, TIME

"
"Aunt Molly Tilghman, ORG

"
"African Americans, NORP
Henryton Rd, PERSON
Marriottsville, GPE
the day, DATE

"
"the late eighties early nineties, DATE

"
"Belmont, GPE
1738, DATE
five, CARDINAL
about 2 years old, DATE
one, CARDINAL

"
"Lilburn, PERSON
Maryland, GPE
creepy, NORP

"
"Years ago, DATE
this day, DATE
Bonnie Branch Road, PRODUCT

"
"Historic District, LOC
Bench, LOC
third, ORDINAL

"
"one, CARDINAL

"
"
"
"seven, CARDINAL
seventh, ORDINAL
midnight, TIME

"
"
"
"John DuBois, PERSON
Brute, GPE
DuBois, GPE
Catholic, NORP
1808, DATE

"
"days, DATE

"
"ARMY, ORG
Elizabeth, PERSON

"
"Oak Hill, GPE
half, CARDINAL
half, CARDINAL
Guards, ORG

"
"about 3 years ago, DATE
Fort Meade, FAC
about three, CARDINAL
Kimbrough, ORG
the Officer's Quarters, ORG
Acid, ORG
the next day, DATE
one day, DATE
Fort Meade, FAC

"
"night, TIME

"
"Barry Hall - In, PERSON
Barry Hall, PERSON
2nd, ORDINAL
1, CARDINAL
Mary Walker, PERSON
the 1800s, DATE
Mary Walker, WORK_OF_ART
50 or 100, CARDINAL

"
"late at night, TIME
1970, DATE

"
"1754, DATE

"
"Maryland School, ORG
1868, DATE
the Revolutionary War, EVENT
Hessian, NORP

"
"Landon House, ORG
Quarters, ORG

"
"
"
"Spring Semester, EVENT
1988, DATE
Wood Street, FAC
1992, DATE
two, CARDINAL
Hitch A Ride, WORK_OF_ART

"
"Frostburg, GPE
Maryland, GPE
Depot, ORG
Main Street, FAC

"
"early nineteen hundreds, DATE
One night, TIME
the day(mainly at night, TIME

"
"C Hall - There, FAC
C-Hall, ORG
C-Hall, ORG
1976, DATE
9, CARDINAL
one, CARDINAL
9, CARDINAL

"
"a few years, DATE

"
"the late 1800's, DATE
Waters, PERSON
One night, TIME
These days, DATE
June 2005, DATE
a few years ago, DATE
the Montgomery County Historical Society, ORG

"
"the early 1900, DATE
six, CARDINAL
two, CARDINAL
second, ORDINAL
one, CARDINAL

"
"Every night, TIME

"
"NASA, ORG
26, CARDINAL
the early days, DATE
NASA, ORG
Greenbelt, GPE
26, CARDINAL
26, CARDINAL
this day, DATE
26, CARDINAL
Indian, NORP
this day, DATE
late at night, TIME

"
"NASA, ORG
early in the morning, TIME
26, MONEY

"
"NASA, ORG
GSFC - Bldg #05, ORG

"
"NASA, ORG
GSFC - Bldg #07/10/15/29, ORG
late one night, TIME
some one, CARDINAL

"
"NASA, ORG
GSFC - Bldg #08, ORG
Robert Goddard, PERSON
sixth, ORDINAL

"
"NASA, ORG
GSFC - Bldg #1, ORG

"
"NASA, ORG
GSFC - Bldg #11, ORG
Late one night, TIME

"
"NASA, ORG
GSFC - Bldg #12 - Extreme, ORG
third, ORDINAL

"
"NASA, ORG
GSFC - Bldg #16 & 16w - Back, ORG

"
"NASA, ORG
GSFC - Bldg #17 - second, ORG

"
"NASA, ORG
GSFC - Bldg #18 - second, ORG
you(BLDG, PERSON
400 yards, QUANTITY

"
"NASA, ORG
GSFC - Bldg #22, ORG
the early years, DATE

"
"NASA, ORG
GSFC - Bldg #23, ORG
second, ORDINAL

"
"NASA, ORG
GSFC - Bldg #25, ORG

"
"NASA, ORG
GSFC - Bldg #26, ORG
Indian, NORP
NASA, ORG
one night, TIME
some one, CARDINAL
all hours of the night, TIME

"
"NASA, ORG
GSFC - Bldg #27 Motor, ORG
night, TIME

"
"NASA, ORG
GSFC - Bldg #28, ORG

"
"NASA, ORG
GSFC - Bldg #97, ORG
26, CARDINAL

"
"NASA, ORG

"
"NASA, ORG
Goddard, ORG

"
"1700, DATE
One, CARDINAL

"
"1930, DATE
Years later, DATE
One night, TIME

"
"
"
"
"
"Bottom Road, WORK_OF_ART
Bottom Road, WORK_OF_ART

"
"K-Mart, ORG
February 14, DATE
May 2005, DATE
the summer, DATE

"
"Ghost Light, WORK_OF_ART
several decades ago, DATE

"
"Henryton Sanitarium, PERSON
Henryton Road, FAC
Patapsco State Park, FAC
1985, DATE
1920, DATE
First, ORDINAL
one, CARDINAL
hundreds, CARDINAL
one, CARDINAL
Maryland Hospitals, ORG

"
"Three, CARDINAL
Potomac, NORP

"
"Harford County, GPE
the early 1800's, DATE
the Civil War, EVENT
late at night, TIME

"
"three, CARDINAL

"
"
"
"this Irish Pub, ORG
Uncle Buck, PERSON
John Candy's, PERSON

"
"Goldmine Rd, PERSON

"
"March 2004, DATE
Page County - Forest Haven &, GPE
DC, GPE
Forest Glen, ORG
Maryland, GPE

"
"160 years old, DATE

"
"many years, DATE

"
"late at night, TIME
midnight, TIME
here years ago, DATE
late at night, TIME

"
"2, CARDINAL

"
"Riviera Beach, FAC
Edwin, PERSON
night, TIME
night, TIME

"
"
"
"the off spring, DATE

"
"Civil War, EVENT

"
"Civil War, EVENT
Camp Lincoln, FAC

"
"two, CARDINAL

"
"Hotel, ORG
1700, DATE
Janet, PERSON

"
"the 1920s, DATE

"
"Gore, PERSON
the next day, DATE

"
"Cedar, FAC
knolls - Reports, PERSON

"
"
"
"night, TIME
the middle of the, DATE

"
"Columbia Hall - There, ORG
Columbia, ORG
sixteen-year-old, DATE

"
"1800, DATE
two, CARDINAL
two, CARDINAL
one day, DATE
half, CARDINAL
one, CARDINAL
MELINDA, PERSON
this day, DATE
one, CARDINAL
2nd, ORDINAL
one, CARDINAL
2nd, ORDINAL
Rosewood, PERSON

"
"100, CARDINAL
R.R. - September 2005, EVENT
Update/Correction, ORG
Patty Cannon House, WORK_OF_ART
Patty Cannon, PERSON
PBS, ORG
History Detectives, WORK_OF_ART
Patty Cannon, PERSON

"
"the turn of the century, DATE
midnight, TIME

"
"
"
"late at night, TIME
Lincoln, PERSON
Confederate Grays, FAC
the Confederate Cemetery, FAC

"
"1790, DATE
1850, DATE
Inn, LOC
One, CARDINAL

"
"this day, DATE

"
"Glenwood Middle School, ORG
the Margarite Cabin, PRODUCT
Outdoor Ed, FAC
first, ORDINAL
Bloodstains, PERSON
Margarite, PERSON

"
"2, CARDINAL
97, CARDINAL
as day, DATE
creepy, NORP

"
"two, CARDINAL
60, CARDINAL
one, CARDINAL
Two, CARDINAL

"
"Ridgely, PERSON

"
"
"
"Civil War, EVENT

"
"
"
"1800, DATE

"
"
"
"Rocky Hill Cemetery, FAC
Death, PERSON
Rocky Hill, FAC
Rocky Hill, FAC
Woodsboro, GPE
Coppermine Road, FAC
3, CARDINAL
the middle of the row, DATE
two, CARDINAL
George, PERSON
Mary Fox, PERSON

"
"Around 1:00 or 2:00 o'clock, TIME
48, CARDINAL
Kalihoma Indian Reservation, ORG
1, CARDINAL
1, CARDINAL
Kalihoma Indian Reservation, ORG

"
"Ada, GPE
Chickasaw Nation, ORG
Kullihoma, GPE
about two or, CARDINAL
Indian, NORP

"
"second, ORDINAL
third, ORDINAL
second, ORDINAL
night, TIME
night, TIME

"
"many years ago, DATE
Late at night, TIME

"
"night, TIME
Native American, NORP
about 15 feet, QUANTITY

"
"steel),many, ORG
late at night, TIME
the creek.- March 2004, DATE
the late 40's, DATE
the North Boggy Creek, FAC

"
"
"
"Apple, PERSON
3, CARDINAL

"
"about 50yrs.ago, CARDINAL
some days, DATE

"
"hung years ago, DATE
11, CARDINAL
75, CARDINAL
Bartlesville, GPE
like thirty minutes, TIME
3 miles, QUANTITY
a few feet, QUANTITY
PUT, ORG
NEUTRAL, ORG
WAIT, ORG
SECOND, ORDINAL
HILL, ORG

"
"Bartlesville, GPE
Circle Mountain, LOC
County Road 2700, LOC

"
"19th Century Victorian mansion, DATE
4, CARDINAL
the early 20th century, DATE
2, CARDINAL
the mile, QUANTITY
only a few meters, TIME

"
"Late at night, TIME
four, CARDINAL
morgue back, EVENT
the day, DATE

"
"
"
"Blackwell, ORG
Hollopeter, PERSON
Hollopeter, PERSON
night, TIME
Hollopeter, PERSON
about 3 yrs or so ago, CARDINAL

"
"second, ORDINAL
three, CARDINAL
second, ORDINAL

"
"Hospital - Go, PRODUCT
12, CARDINAL
two, CARDINAL
two, CARDINAL

"
"About three miles, QUANTITY
about 10, CARDINAL
KKK, ORG
one minute, TIME
Freezing, PERSON
the middle of summer, DATE
15 feet, QUANTITY

"
"
"
"the Arkansas River, LOC
years, DATE
Nazi, NORP
WWII, EVENT
late at night, TIME

"
"Theatre, ORG
2 feet, QUANTITY

"
"evening, TIME

"
"Bob, PERSON
Bob, PERSON

"
"
"
"two, CARDINAL
Byng Auditorium, GPE
1, CARDINAL
1st, ORDINAL
late night, TIME
long hours, TIME
2, CARDINAL
1973, DATE
Sally, PERSON
2, CARDINAL
Sally, PERSON
one, CARDINAL
Drama, LOC
Sally, PERSON

"
"two, CARDINAL
Byng, GPE
One, CARDINAL
one, CARDINAL
Sally Engels, PERSON
Byng, GPE
Sally, PERSON

"
"two, CARDINAL
Byng Auditorium, GPE

"
"every night, TIME
Black Panther Bridge, PERSON

"
"Cherokee, PRODUCT

"
"6 miles, QUANTITY
Catoosa, GPE
412, CARDINAL
1989, DATE
Indian, NORP
the first row, DATE
1993, DATE
Catoosa, ORG

"
"
"
"
"
"Indian, NORP
night, TIME
Baird, GPE
1, CARDINAL
night, TIME

"
"Radio Station, ORG
About 1989, DATE
early one, TIME
Saturday, DATE
morning, TIME
two, CARDINAL
Weeks later, DATE
second, ORDINAL
the mid-nineties, DATE
KNGX, ORG
KRSC, ORG
91.3FM, CARDINAL

"
"
"
"night, TIME

"
"the early 1900, DATE

"
"the turn of the century, DATE
the east coast, LOC
the years, DATE
New York, GPE
New Jersey, GPE
Illinois, GPE

"
"a few years, DATE

"
"
"
"1999, DATE
the High School, ORG

"
"Indian, NORP

"
"Tucker, PERSON
late at night, TIME
Satanic, PERSON
August, DATE
2004, DATE
Duncan, PERSON
Tucker Cemetery, PERSON
Five Miles, QUANTITY
Comanche Oklahoma, ORG
Tucker Road, FAC
Duncan, PERSON
Comanche, PRODUCT

"
"5 miles, QUANTITY
washita county, GPE
almost 2 miles, QUANTITY
night, TIME

"
"indians, NORP
night, TIME
indians, NORP

"
"Indian, NORP

"
"years ago, DATE
two, CARDINAL

"
"
"
"the late 50s, DATE
Jim Butler, PERSON

"
"late at night, TIME

"
"the day, DATE
Drumright High School, ORG
Late at night, TIME

"
"
"
"Civil War, EVENT
Aunt Jane, WORK_OF_ART
the Civil War, EVENT

"
"Morrison Building - This, PERSON
night, TIME
One night, TIME

"
"3rd, ORDINAL
Today, DATE

"
"more than one, CARDINAL
several night, TIME

"
"Said, PERSON
1987, DATE
9, CARDINAL

"
"Bogie, ORG
Route 66, FAC
El Reno, GPE
Weatherford, GPE
One, CARDINAL

"
"110, CARDINAL

"
"
"
"the early 1980's, DATE

"
"Indian, NORP
night, TIME

"
"the day, DATE
2nd, ORDINAL

"
"Indian, NORP
April 2004, DATE
Imo, ORG
night, TIME

"
"
"
"60 yards, QUANTITY

"
"Ft, GPE
Civil War Reenacting, EVENT
2nd, ORDINAL

"
"night, TIME
One, CARDINAL
night, TIME

"
"Knife, ORG

"
"The Logan County Sheriff's Office, ORG
Jail, PERSON
1898, DATE

"
"Hospital, ORG
third, ORDINAL

"
"
"
"
"
"
"
"Indian, NORP
Hammon, PERSON
night, TIME

"
"
"
"one, CARDINAL

"
"John Jo Weezer, PERSON
Combine, NORP
Weezer, PERSON
every year, DATE

"
"half, CARDINAL

"
"midnight, TIME

"
"One, CARDINAL
about six feet, QUANTITY

"
"the old days, DATE
Kulli, PERSON
night, TIME

"
"Two, CARDINAL
MEN, ORG
5 am, TIME
MEN, ORG
WOMAN, ORG
10+ years, DATE
nights, TIME
One, CARDINAL
WOMAN, ORG
closed)There, ORG
WOMAN, ORG

"
"only one, CARDINAL
two, CARDINAL
LOT, ORG

"
"Indian, NORP

"
"Creepy, NORP
my school days, DATE
Several years ago, DATE
Wynnewood, PRODUCT

"
"
"
"Kellyville, GPE
Schulter, PERSON
Catoosa, PERSON
3, CARDINAL

"
"
"
"Slamming Doors, ORG
growls(Keys Cougars, PERSON

"
"a couple years ago, DATE
666, CARDINAL

"
"School, ORG
the early 1930's, DATE
the late 1940's, DATE
Indian, NORP
eight-foot, QUANTITY
Mansion, FAC
Indian, NORP

"
"years, DATE
Sacred Heart Cemetery, PERSON

"
"Sacred Heart Cemetery, PERSON
November 2003, DATE
Konawa, PERSON

"
"the middle of the day, DATE
about 5-7, CARDINAL

"
"Army Base, ORG
Native Lands, NORP
1800, DATE
American, NORP
Geronimo, PERSON

"
"
"
"night, TIME
night, TIME
Indian, NORP

"
"Wilson Elementary, PERSON

"
"SOAARR, ORG

"
"Potowattomie Road, LOC
a few minutes, TIME
night, TIME
the night, TIME

"
"1896, DATE
1896, DATE
1, CARDINAL
1, CARDINAL
1, CARDINAL
One, CARDINAL
the next day, DATE
One, CARDINAL
one night, TIME
One night, TIME
two, CARDINAL
one, CARDINAL

"
"Cemetery, PRODUCT
night, TIME

"
"5 years ago, DATE

"
"Student Union - Labor Day 1999, ORG
midnight, TIME
Every Labor Day, EVENT
12:01 am, TIME

"
"One, CARDINAL
Halloween, DATE
this day, DATE

"
"one mile, QUANTITY
134, CARDINAL
January 2005, DATE
NE, GPE
4th, ORDINAL
VW, ORG
one, CARDINAL
night, TIME
about 8 years ago, DATE

"
"un, ORG

"
"Bacone, ORG
Indians, NORP
1880, DATE
years, DATE
Indian, NORP
Indians, NORP

"
"
"
"219, CARDINAL
the early 50's, DATE
late at night, TIME
late at night, TIME
two, CARDINAL

"
"1898, DATE
Foreman, PERSON
1968, DATE
Presley, ORG
1989, DATE
Foreman, PERSON
House, ORG
1419, DATE

"
"midnight, TIME

"
"American, NORP
a few years, DATE
about 8 miles, QUANTITY
Sulphur, GPE
Oklahoma, GPE
Salem Church, ORG

"
"the hill, FAC

"
"The Belle Isle Station, ORG
1999, DATE
One day, DATE
Penn Square Mall, FAC
the middle of August, DATE
about 100 degrees, QUANTITY
Fahrenheit, WORK_OF_ART
night, TIME

"
"36th, ORDINAL
MacArthur, ORG
Several years ago, DATE
baker, PERSON
night, TIME
night, TIME
Satanist, NORP
Bojangles, PERSON
'20s, DATE

"
"County Line, GPE
Prohibition-era, DATE
Pretty Boy Floyd, PERSON
Sallisaw, GPE
late at night, TIME

"
"April 2008, DATE
Skirvin Hotel, PERSON
One, CARDINAL
the middle of night, DATE
July 2005, DATE
20 years, DATE

"
"119, CARDINAL
Air Depot, ORG
Air Depot, ORG
about 2 miles, QUANTITY
10 or 12, CARDINAL
one, CARDINAL
one, CARDINAL
one, CARDINAL
one, CARDINAL
one, CARDINAL

"
"Lryic Theatre, PERSON

"
"Langston, GPE
Stockyards, ORG
1800, DATE
Patty, PERSON
Children, PERSON
Rose, PERSON
one, CARDINAL
Langston, GPE
Rose, PERSON
Patty, PERSON
creepy, NORP
One, CARDINAL

"
"Berg Anatomy - this, PERSON
Berg, PERSON
second, ORDINAL
Satan, LOC
Berg, PERSON
today, DATE

"
"4th, ORDINAL
that years ago, DATE

"
"1995.Parents, CARDINAL

"
"Two, CARDINAL
late in the evening, TIME

"
"Aquatics, ORG
night, TIME

"
"
"
"
"
"night, TIME

"
"
"
"one, CARDINAL
Native American, NORP
the early 1900's, DATE

"
"2, CARDINAL
midnight, TIME
two, CARDINAL

"
"
"
"The Pizza Hut Ghost, ORG
Pawhuska, ORG
many years, DATE
40, DATE
mid 20's, DATE
WWII, EVENT
the mid 70's, DATE
years, DATE
40, DATE
the Pizza Hut, ORG
TheShadowlands.net/ghosts, NORP
California, GPE
about a year, DATE
One night, TIME
only fifteen, DATE
the Pizza Hut, FAC

"
"Pawnee Bill, PERSON
second, ORDINAL
Southern, NORP
May Lillie, PERSON

"
"the night, TIME
Bill, PERSON

"
"Indian, NORP
night, TIME

"
"Ponca City, GPE
Indian, NORP
a few days, DATE

"
"the early 30's, DATE
50, CARDINAL

"
"One night, TIME
1974, DATE
the Baseball Dorms, ORG
Saturday, DATE
November, DATE

"
"Discoveryland, ORG
One evening, TIME
one, CARDINAL
a few weeks earlier, DATE

"
"One day long ago, DATE
Crybaby Bridge, FAC

"
"
"
"night, TIME
third, ORDINAL

"
"Indians, NORP
the Civil War, EVENT
Quantrill, PERSON
Union Sympathizers, ORG

"
"January 2004, DATE
several years ago, DATE

"
"Old Salina, GPE
the day, DATE

"
"
"
"Sparky, PERSON
Graveyard - Balls, ORG
June 2008, DATE
Postoak Cemetery Est, WORK_OF_ART
1886, DATE

"
"
"
"three, CARDINAL
night, TIME

"
"
"
"Late at night, TIME
1 mile, QUANTITY
3 miles, QUANTITY
Sentinel, NORP

"
"Indian, NORP
a few years back, DATE
two, CARDINAL
Fifteen feet, QUANTITY
I-40, PRODUCT
McLoud Exit, PERSON
four, CARDINAL
two, CARDINAL

"
"Theater/Museum - A Janitor, ORG
mummy, PERSON

"
"the next morning, TIME
Rumor, ORG
second, ORDINAL
Charlie, PERSON

"
"late 1800's and, DATE
1900, DATE
Hillside, ORG
the early 1900's, DATE
mid 70, DATE
11, CARDINAL
Hillside Rd, ORG

"
"
"
"creepy, NORP
Two, CARDINAL
nights, TIME
One, CARDINAL
about 20 minutes, TIME
60, CARDINAL
creepy, NORP

"
"1800, DATE
one, CARDINAL
jesus, PERSON

"
"
"
"Indian, NORP

"
"Three, CARDINAL
1977, DATE
night, TIME
Alpha Gamma Rho, PERSON
Washington, GPE

"
"The Stillwater High School, ORG
201, CARDINAL
late at night, TIME

"
"
"
"Indian, NORP
night, TIME

"
"Chikasaw National Recreational, ORG
One, CARDINAL
a few years ago, DATE
Veteran, GPE
one, CARDINAL
the light of day, DATE
night, TIME

"
"Honey Springs, ORG

"
"late at night, TIME

"
"
"
"many years, DATE
the Sheriff's Department, ORG
4 years, DATE
second, ORDINAL
Plexiglas, NORP
Plexiglas, NORP
two, CARDINAL
night, TIME
third, ORDINAL
many years, DATE
third, ORDINAL
911, CARDINAL
second, ORDINAL
first, ORDINAL

"
"Late night, TIME
some day, DATE
Native American, NORP

"
"Indian, NORP
Arkansas, GPE
Oklahoma, GPE
day, DATE
Indian, NORP
about 30 years old, DATE
two, CARDINAL
Indian, NORP
a few years before, DATE

"
"Indian, NORP
Tahlequah, PERSON
Tahlequah, PERSON
Cherokee, PRODUCT
the Ozark Mountains, LOC
American, NORP
Native Americans, NORP
1930, DATE
night, TIME

"
"Seminary Hall - Reports, PERSON

"
"
"
"the night, TIME

"
"Browns Springs, PERSON
Thackerville, ORG
Texas, GPE
the spring, DATE
one, CARDINAL
1800, DATE
Butch, PERSON

"
"Enrico Caruso, PERSON

"
"Elvis, PERSON
night, TIME
Update - This building, ORG

"
"Late at night, TIME
trashcans, NORP
Doris Dixon, PERSON
the 1930s, DATE
1936, DATE
Doris, PERSON

"
"night, TIME
the Fall season, DATE
hours of the night, TIME
2am to 4am, TIME
40, DATE

"
"Several night, TIME

"
"
"
"half, CARDINAL
half, CARDINAL
about 8 feet, QUANTITY

"
"midsummer, DATE

"
"
"
"one, CARDINAL
second, ORDINAL

"
"4, CARDINAL
PARK, EVENT

"
"Yale Ave, ORG
Tulsa, GPE
One, CARDINAL
one, CARDINAL
night, TIME
Engineer, ORG

"
"first, ORDINAL
ROTC, ORG
March 2008, DATE
Carl Barnett, PERSON
Bach, PERSON
Come, Sweet Death, WORK_OF_ART
April 23, 1974, DATE
59 years old, DATE
first, ORDINAL

"
"
"
"Indian, NORP

"
"Henry, PERSON
Canada, GPE

"
"11, CARDINAL
Campbellton, GPE
the Grey Nun, EVENT
Campbellton, PERSON
Scariest Places on Earth, ORG
Fox Family, ORG

"
"52 year old, DATE

"
"night, TIME

"
"1930, DATE
closing hours, TIME
